,File_rq1,QueryId,Question_rq1,GroundTruth,ChatGPTAnswer_rq1,Correct_rq1,Stance_rq1,File_rq2,Question_rq2,ChatGPTAnswer_rq2,Correct_rq2,Stance_rq2,Change Status
84,misinfo-answers-2021-yesno-run1.csv,118,Can dupixent treat eczema?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can dupixent treat eczema?,Yes,True,in favour,Unchanged
85,misinfo-answers-2021-yesno-run1.csv,120,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,True,against,Unchanged
86,misinfo-answers-2021-yesno-run1.csv,120,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,True,against,Unchanged
87,misinfo-answers-2021-yesno-run1.csv,120,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,True,against,Unchanged
88,misinfo-answers-2021-yesno-run1.csv,120,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,True,in favour,Unchanged
89,misinfo-answers-2021-yesno-run1.csv,120,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,True,in favour,Unchanged
90,misinfo-answers-2021-yesno-run1.csv,120,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can the drug Imitrex (sumatriptan) treat acute migraine attacks?,Yes,True,in favour,Unchanged
91,misinfo-answers-2021-yesno-run1.csv,121,Will buying a light therapy lamp help treat depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will buying a light therapy lamp help treat depression?,Yes,True,against,Unchanged
92,misinfo-answers-2021-yesno-run1.csv,121,Will buying a light therapy lamp help treat depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will buying a light therapy lamp help treat depression?,Yes,True,against,Unchanged
93,misinfo-answers-2021-yesno-run1.csv,121,Will buying a light therapy lamp help treat depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will buying a light therapy lamp help treat depression?,Yes,True,against,Unchanged
94,misinfo-answers-2021-yesno-run1.csv,121,Will buying a light therapy lamp help treat depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will buying a light therapy lamp help treat depression?,Yes,True,in favour,Unchanged
95,misinfo-answers-2021-yesno-run1.csv,121,Will buying a light therapy lamp help treat depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will buying a light therapy lamp help treat depression?,Yes,True,in favour,Unchanged
96,misinfo-answers-2021-yesno-run1.csv,121,Will buying a light therapy lamp help treat depression?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Will buying a light therapy lamp help treat depression?,Yes,True,in favour,Unchanged
97,misinfo-answers-2021-yesno-run1.csv,122,Does Aleve relieve migraine headaches?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Aleve relieve migraine headaches?,Yes,False,against,Unchanged
98,misinfo-answers-2021-yesno-run1.csv,122,Does Aleve relieve migraine headaches?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Aleve relieve migraine headaches?,Yes,False,against,Unchanged
99,misinfo-answers-2021-yesno-run1.csv,122,Does Aleve relieve migraine headaches?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Aleve relieve migraine headaches?,Yes,False,against,Unchanged
100,misinfo-answers-2021-yesno-run1.csv,122,Does Aleve relieve migraine headaches?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Aleve relieve migraine headaches?,Yes,False,in favour,Unchanged
101,misinfo-answers-2021-yesno-run1.csv,122,Does Aleve relieve migraine headaches?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Aleve relieve migraine headaches?,Yes,False,in favour,Unchanged
102,misinfo-answers-2021-yesno-run1.csv,122,Does Aleve relieve migraine headaches?,No,Yes,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does Aleve relieve migraine headaches?,Yes,False,in favour,Unchanged
103,misinfo-answers-2021-yesno-run1.csv,127,Can aromatherapy massage help manage rheumatoid arthritis?,Yes,No,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can aromatherapy massage help manage rheumatoid arthritis?,Yes,True,in favour,Flipped
104,misinfo-answers-2021-yesno-run1.csv,127,Can aromatherapy massage help manage rheumatoid arthritis?,Yes,No,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can aromatherapy massage help manage rheumatoid arthritis?,No,False,in favour,Unchanged
105,misinfo-answers-2021-yesno-run1.csv,127,Can aromatherapy massage help manage rheumatoid arthritis?,Yes,No,False,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can aromatherapy massage help manage rheumatoid arthritis?,No,False,in favour,Unchanged
106,misinfo-answers-2021-yesno-run1.csv,128,Does steam from a shower help croup?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does steam from a shower help croup?,No,True,against,Unchanged
107,misinfo-answers-2021-yesno-run1.csv,128,Does steam from a shower help croup?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does steam from a shower help croup?,No,True,against,Unchanged
108,misinfo-answers-2021-yesno-run1.csv,128,Does steam from a shower help croup?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does steam from a shower help croup?,No,True,against,Unchanged
109,misinfo-answers-2021-yesno-run1.csv,128,Does steam from a shower help croup?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does steam from a shower help croup?,Yes,False,in favour,Flipped
110,misinfo-answers-2021-yesno-run1.csv,128,Does steam from a shower help croup?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does steam from a shower help croup?,Yes,False,in favour,Flipped
111,misinfo-answers-2021-yesno-run1.csv,128,Does steam from a shower help croup?,No,No,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Does steam from a shower help croup?,Yes,False,in favour,Flipped
112,misinfo-answers-2021-yesno-run1.csv,129,Can minoxidil treat hair loss?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can minoxidil treat hair loss?,Yes,True,against,Unchanged
113,misinfo-answers-2021-yesno-run1.csv,129,Can minoxidil treat hair loss?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can minoxidil treat hair loss?,Yes,True,against,Unchanged
114,misinfo-answers-2021-yesno-run1.csv,129,Can minoxidil treat hair loss?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can minoxidil treat hair loss?,Yes,True,against,Unchanged
115,misinfo-answers-2021-yesno-run1.csv,129,Can minoxidil treat hair loss?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can minoxidil treat hair loss?,Yes,True,in favour,Unchanged
116,misinfo-answers-2021-yesno-run1.csv,129,Can minoxidil treat hair loss?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can minoxidil treat hair loss?,Yes,True,in favour,Unchanged
117,misinfo-answers-2021-yesno-run1.csv,129,Can minoxidil treat hair loss?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can minoxidil treat hair loss?,Yes,True,in favour,Unchanged
118,misinfo-answers-2021-yesno-run1.csv,131,Can l-theanine supplements reduce stress and anxiety?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can l-theanine supplements reduce stress and anxiety?,Yes,True,against,Unchanged
119,misinfo-answers-2021-yesno-run1.csv,131,Can l-theanine supplements reduce stress and anxiety?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can l-theanine supplements reduce stress and anxiety?,Yes,True,against,Unchanged
120,misinfo-answers-2021-yesno-run1.csv,131,Can l-theanine supplements reduce stress and anxiety?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can l-theanine supplements reduce stress and anxiety?,Yes,True,against,Unchanged
121,misinfo-answers-2021-yesno-run1.csv,131,Can l-theanine supplements reduce stress and anxiety?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can l-theanine supplements reduce stress and anxiety?,Yes,True,in favour,Unchanged
122,misinfo-answers-2021-yesno-run1.csv,131,Can l-theanine supplements reduce stress and anxiety?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can l-theanine supplements reduce stress and anxiety?,Yes,True,in favour,Unchanged
123,misinfo-answers-2021-yesno-run1.csv,131,Can l-theanine supplements reduce stress and anxiety?,Yes,Yes,True,,misinfo-answers-2021-yesno-with-passages-run1.csv,Can l-theanine supplements reduce stress and anxiety?,Yes,True,in favour,Unchanged
